,순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,년도,경기타입
2,3,노시환,한화,0.281,115,490,434,122,24,1,6,59,2022,KBO 시범경기
3,4,정은원,한화,0.274,140,601,508,139,20,2,8,49,2022,KBO 시범경기
4,5,변우혁,한화,0.262,21,61,61,16,3,0,3,8,2022,KBO 시범경기
5,6,김인환,한화,0.261,113,429,398,104,14,0,16,54,2022,KBO 시범경기
6,7,하주석,한화,0.258,125,483,445,115,18,2,5,58,2022,KBO 시범경기
7,8,박정현,한화,0.244,81,220,205,50,4,1,3,19,2022,KBO 시범경기
8,9,김태연,한화,0.240,119,464,404,97,18,0,7,53,2022,KBO 시범경기
9,10,장운호,한화,0.238,57,146,122,29,3,0,1,15,2022,KBO 시범경기
10,11,장진혁,한화,0.233,41,132,116,27,2,0,2,17,2022,KBO 시범경기
11,12,노수광,한화,0.229,117,361,315,72,18,6,4,30,2022,KBO 시범경기
12,13,권광민,한화,0.225,32,87,71,16,3,1,0,8,2022,KBO 시범경기
13,14,박상언,한화,0.224,56,151,134,30,5,1,4,17,2022,KBO 시범경기
14,15,최재훈,한화,0.223,114,437,364,81,14,0,5,30,2022,KBO 시범경기
15,16,허관회,한화,0.217,15,25,23,5,2,0,0,1,2022,KBO 시범경기
16,17,백용환,한화,0.200,4,5,5,1,1,0,0,0,2022,KBO 시범경기
17,17,이진영,한화,0.200,70,240,220,44,12,1,8,31,2022,KBO 시범경기
18,19,이성곤,한화,0.192,41,117,99,19,5,0,0,5,2022,KBO 시범경기
19,20,임종찬,한화,0.189,20,57,53,10,1,0,2,6,2022,KBO 시범경기
20,21,허인서,한화,0.167,8,19,18,3,0,0,0,0,2022,KBO 시범경기
21,22,이도윤,한화,0.159,80,126,113,18,7,0,1,8,2022,KBO 시범경기
22,23,유로결,한화,0.133,30,68,60,8,0,0,0,4,2022,KBO 시범경기
23,24,정민규,한화,0.130,9,24,23,3,0,0,0,0,2022,KBO 시범경기
24,25,이원석,한화,0.114,20,39,35,4,0,0,1,1,2022,KBO 시범경기
25,26,원혁재,한화,0.095,11,23,21,2,1,0,0,0,2022,KBO 시범경기
26,27,강상원,한화,-,1,0,0,0,0,0,0,0,2022,KBO 시범경기
27,27,김민우,한화,-,1,0,0,0,0,0,0,0,2022,KBO 시범경기
28,27,김범수,한화,-,1,0,0,0,0,0,0,0,2022,KBO 시범경기
29,27,류희운,한화,-,2,0,0,0,0,0,0,0,2022,KBO 시범경기
0,1,노시환,한화,0.375,13,43,40,15,3,0,1,9,2022,KBO 와일드카드
1,2,하주석,한화,0.366,13,44,41,15,5,0,1,8,2022,KBO 와일드카드
2,3,이해창,한화,0.333,9,12,9,3,1,0,0,1,2022,KBO 와일드카드
3,4,최재훈,한화,0.324,13,40,34,11,2,0,0,4,2022,KBO 와일드카드
4,5,장지승,한화,0.300,9,20,20,6,2,0,0,4,2022,KBO 와일드카드
5,6,노수광,한화,0.280,11,32,25,7,2,1,0,1,2022,KBO 와일드카드
6,7,김태연,한화,0.275,14,47,40,11,2,0,0,5,2022,KBO 와일드카드
7,8,백용환,한화,0.273,9,15,11,3,1,0,0,1,2022,KBO 와일드카드
8,9,이성곤,한화,0.250,13,34,32,8,2,0,0,4,2022,KBO 와일드카드
9,10,장운호,한화,0.240,14,29,25,6,5,0,0,1,2022,KBO 와일드카드
10,11,정은원,한화,0.217,7,23,23,5,1,0,0,2,2022,KBO 와일드카드
11,12,임종찬,한화,0.214,11,31,28,6,1,0,0,3,2022,KBO 와일드카드
12,13,이원석,한화,0.200,14,36,30,6,0,0,2,6,2022,KBO 와일드카드
13,13,터크먼,한화,0.200,13,44,40,8,5,0,1,5,2022,KBO 와일드카드
14,15,정민규,한화,0.182,14,38,33,6,2,0,1,10,2022,KBO 와일드카드
15,16,이도윤,한화,0.150,13,24,20,3,1,0,0,0,2022,KBO 와일드카드
16,17,김재영,한화,-,1,0,0,0,0,0,0,0,2022,KBO 와일드카드
17,17,류희운,한화,-,1,0,0,0,0,0,0,0,2022,KBO 와일드카드
18,17,원혁재,한화,0.000,1,2,1,0,0,0,0,0,2022,KBO 와일드카드
19,17,장시환,한화,-,1,0,0,0,0,0,0,0,2022,KBO 와일드카드
20,17,허인서,한화,-,2,1,0,0,0,0,0,0,2022,KBO 와일드카드
0,1,김범석,LG,1.000,1,1,1,1,0,0,0,0,2023,KBO 정규시즌
1,1,허도환,LG,1.000,1,1,1,1,1,0,0,1,2023,KBO 정규시즌
2,3,문보경,LG,0.471,5,22,17,8,2,0,1,4,2023,KBO 정규시즌
3,4,박해민,LG,0.389,5,23,18,7,2,0,0,2,2023,KBO 정규시즌
4,5,문성주,LG,0.353,5,19,17,6,0,1,0,3,2023,KBO 정규시즌
5,6,오스틴,LG,0.350,5,21,20,7,1,0,1,5,2023,KBO 정규시즌
6,6,홍창기,LG,0.350,5,24,20,7,0,0,0,1,2023,KBO 정규시즌
7,8,오지환,LG,0.316,5,22,19,6,1,0,3,8,2023,KBO 정규시즌
8,9,박동원,LG,0.313,5,20,16,5,0,0,2,4,2023,KBO 정규시즌
9,10,김현수,LG,0.238,5,21,21,5,1,0,1,7,2023,KBO 정규시즌
10,11,신민재,LG,0.167,5,20,18,3,0,0,0,1,2023,KBO 정규시즌
11,12,김민성,LG,0.000,4,2,1,0,0,0,0,0,2023,KBO 정규시즌
12,12,손호영,LG,-,2,1,0,0,0,0,0,0,2023,KBO 정규시즌
13,12,안익훈,LG,-,1,1,0,0,0,0,0,0,2023,KBO 정규시즌
14,12,정주현,LG,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
15,12,최승민,LG,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
0,1,이천웅,LG,1.000,4,3,3,3,0,0,0,1,2023,KBO 시범경기
1,2,홍창기,LG,0.332,141,643,524,174,35,2,1,65,2023,KBO 시범경기
2,3,안익훈,LG,0.318,11,23,22,7,1,0,0,2,2023,KBO 시범경기
3,4,오스틴,LG,0.313,139,583,520,163,29,4,23,95,2023,KBO 시범경기
4,5,문보경,LG,0.301,131,542,469,141,29,5,10,72,2023,KBO 시범경기
5,6,문성주,LG,0.294,136,534,449,132,21,4,2,57,2023,KBO 시범경기
6,7,김현수,LG,0.293,133,556,488,143,22,2,6,88,2023,KBO 시범경기
7,8,박해민,LG,0.285,144,558,485,138,14,2,6,59,2023,KBO 시범경기
8,9,신민재,LG,0.277,122,331,282,78,5,2,0,28,2023,KBO 시범경기
9,10,정주현,LG,0.273,89,101,88,24,2,0,1,12,2023,KBO 시범경기
10,11,오지환,LG,0.268,126,502,422,113,24,3,8,62,2023,KBO 시범경기
11,12,박동원,LG,0.249,130,481,409,102,17,1,20,75,2023,KBO 시범경기
12,13,김민성,LG,0.249,112,316,273,68,11,0,8,41,2023,KBO 시범경기
13,14,이재원,LG,0.214,57,129,112,24,5,0,4,18,2023,KBO 시범경기
14,15,손호영,LG,0.205,27,45,44,9,0,0,1,6,2023,KBO 시범경기
15,16,김주성,LG,0.200,11,7,5,1,0,0,0,0,2023,KBO 시범경기
16,16,서건창,LG,0.200,44,126,110,22,5,2,0,12,2023,KBO 시범경기
17,18,허도환,LG,0.141,47,81,64,9,3,0,2,10,2023,KBO 시범경기
18,19,김기연,LG,0.118,28,40,34,4,0,0,0,2,2023,KBO 시범경기
19,20,김범석,LG,0.111,10,29,27,3,1,0,1,4,2023,KBO 시범경기
20,21,최승민,LG,0.071,38,15,14,1,0,0,0,1,2023,KBO 시범경기
21,22,송찬의,LG,0.056,19,22,18,1,1,0,0,1,2023,KBO 시범경기
22,23,고우석,LG,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
23,23,김대현,LG,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
24,23,박명근,LG,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
25,23,송대현,LG,0.000,4,3,3,0,0,0,0,0,2023,KBO 시범경기
26,23,오석주,LG,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
27,23,이정용,LG,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
28,23,전준호,LG,0.000,2,1,1,0,0,0,0,1,2023,KBO 시범경기
29,23,최동환,LG,-,3,0,0,0,0,0,0,0,2023,KBO 시범경기
0,1,이재원,LG,0.667,3,3,3,2,0,0,1,2,2023,KBO 와일드카드
1,2,문성주,LG,0.400,8,37,35,14,2,0,1,7,2023,KBO 와일드카드
2,3,김기연,LG,0.381,12,22,21,8,0,0,2,7,2023,KBO 와일드카드
3,4,손호영,LG,0.375,7,23,16,6,3,0,0,2,2023,KBO 와일드카드
4,5,서건창,LG,0.362,13,51,47,17,4,0,0,4,2023,KBO 와일드카드
5,6,홍창기,LG,0.306,14,50,36,11,0,0,0,2,2023,KBO 와일드카드
6,7,오지환,LG,0.280,11,35,25,7,3,0,0,1,2023,KBO 와일드카드
7,8,박동원,LG,0.265,14,40,34,9,1,0,1,4,2023,KBO 와일드카드
8,9,김주성,LG,0.250,11,6,4,1,0,0,0,1,2023,KBO 와일드카드
9,9,허도환,LG,0.250,5,4,4,1,0,0,0,0,2023,KBO 와일드카드
10,11,이천웅,LG,0.241,13,32,29,7,1,0,0,1,2023,KBO 와일드카드
11,12,송찬의,LG,0.239,14,54,46,11,2,1,3,10,2023,KBO 와일드카드
12,13,최승민,LG,0.222,12,10,9,2,0,0,0,1,2023,KBO 와일드카드
13,14,박해민,LG,0.211,11,41,38,8,2,0,0,4,2023,KBO 와일드카드
14,15,신민재,LG,0.200,12,5,5,1,0,0,0,1,2023,KBO 와일드카드
15,16,오스틴,LG,0.194,12,40,36,7,1,0,1,3,2023,KBO 와일드카드
16,17,문보경,LG,0.138,12,40,29,4,1,0,0,0,2023,KBO 와일드카드
17,18,김민성,LG,0.136,9,24,22,3,0,0,0,0,2023,KBO 와일드카드
18,19,정주현,LG,0.118,14,18,17,2,0,0,0,0,2023,KBO 와일드카드
19,20,김현수,LG,0.056,6,20,18,1,1,0,0,2,2023,KBO 와일드카드
20,21,김유영,LG,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
21,21,백승현,LG,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
22,21,유영찬,LG,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
23,21,이정용,LG,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
24,21,최민창,LG,0.000,1,1,1,0,0,0,0,0,2023,KBO 와일드카드
25,21,함덕주,LG,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
0,1,송민섭,KT,1.000,4,2,1,1,0,0,0,0,2023,KBO 정규시즌
1,2,김민혁,KT,0.600,4,5,5,3,0,0,0,1,2023,KBO 정규시즌
2,3,정준영,KT,0.400,3,5,5,2,0,0,0,0,2023,KBO 정규시즌
3,4,황재균,KT,0.389,5,20,18,7,2,0,0,4,2023,KBO 정규시즌
4,5,배정대,KT,0.375,5,22,16,6,0,0,0,2,2023,KBO 정규시즌
5,6,신본기,KT,0.333,4,3,3,1,0,0,0,0,2023,KBO 정규시즌
6,7,김상수,KT,0.316,5,22,19,6,1,0,0,0,2023,KBO 정규시즌
7,8,문상철,KT,0.294,5,18,17,5,1,0,0,2,2023,KBO 정규시즌
8,9,조용호,KT,0.267,5,17,15,4,1,0,0,1,2023,KBO 정규시즌
9,10,장성우,KT,0.158,5,20,19,3,1,0,0,3,2023,KBO 정규시즌
10,11,알포드,KT,0.125,5,18,16,2,1,0,0,1,2023,KBO 정규시즌
11,11,오윤석,KT,0.125,4,9,8,1,0,0,0,0,2023,KBO 정규시즌
12,13,박병호,KT,0.111,5,20,18,2,0,0,1,2,2023,KBO 정규시즌
13,14,강현우,KT,-,1,1,0,0,0,0,0,1,2023,KBO 정규시즌
14,14,김준태,KT,0.000,2,2,1,0,0,0,0,0,2023,KBO 정규시즌
15,14,박경수,KT,0.000,3,7,5,0,0,0,0,0,2023,KBO 정규시즌
16,14,이상호,KT,0.000,2,2,2,0,0,0,0,0,2023,KBO 정규시즌
17,14,이호연,KT,0.000,2,3,1,0,0,0,0,1,2023,KBO 정규시즌
0,29,김병희,KT,0.000,5,9,8,0,0,0,0,0,2023,KBO 정규시즌
1,29,김영현,KT,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
2,29,김재윤,KT,-,5,0,0,0,0,0,0,0,2023,KBO 정규시즌
3,29,문상인,KT,-,1,1,0,0,0,0,0,0,2023,KBO 정규시즌
4,29,박영현,KT,-,3,0,0,0,0,0,0,0,2023,KBO 정규시즌
5,29,이상동,KT,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
6,29,이선우,KT,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
7,29,이채호,KT,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
8,29,하준호,KT,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
0,1,김민혁,KT,0.297,113,448,397,118,20,3,3,41,2023,KBO 시범경기
1,2,황재균,KT,0.295,109,457,407,120,26,2,6,49,2023,KBO 시범경기
2,3,정준영,KT,0.292,34,55,48,14,2,0,0,6,2023,KBO 시범경기
3,4,안치영,KT,0.290,76,136,124,36,3,1,0,9,2023,KBO 시범경기
4,5,알포드,KT,0.289,133,547,491,142,31,3,15,70,2023,KBO 시범경기
5,6,장성우,KT,0.288,131,464,410,118,22,0,11,65,2023,KBO 시범경기
6,7,박병호,KT,0.283,132,493,431,122,15,0,18,87,2023,KBO 시범경기
7,8,이호연,KT,0.278,85,234,212,59,5,1,3,17,2023,KBO 시범경기
8,9,배정대,KT,0.277,97,361,311,86,16,0,2,38,2023,KBO 시범경기
9,10,김상수,KT,0.271,129,512,443,120,19,1,3,56,2023,KBO 시범경기
10,11,강백호,KT,0.265,71,271,238,63,10,1,8,39,2023,KBO 시범경기
11,12,문상철,KT,0.260,112,330,304,79,20,0,9,46,2023,KBO 시범경기
12,13,오윤석,KT,0.251,82,223,199,50,13,1,4,17,2023,KBO 시범경기
13,14,박민석,KT,0.250,4,4,4,1,0,0,0,0,2023,KBO 시범경기
14,15,조용호,KT,0.248,63,184,161,40,2,0,0,7,2023,KBO 시범경기
15,16,홍현빈,KT,0.233,44,86,73,17,2,0,0,1,2023,KBO 시범경기
16,17,김준태,KT,0.209,69,136,115,24,4,0,3,23,2023,KBO 시범경기
17,18,신본기,KT,0.204,40,75,54,11,2,0,1,7,2023,KBO 시범경기
18,19,문상준,KT,0.200,2,5,5,1,0,0,0,0,2023,KBO 시범경기
19,19,박경수,KT,0.200,107,221,185,37,13,0,1,12,2023,KBO 시범경기
20,21,강현우,KT,0.194,53,111,103,20,6,0,1,11,2023,KBO 시범경기
21,22,강민성,KT,0.182,12,27,22,4,1,0,0,0,2023,KBO 시범경기
22,23,장준원,KT,0.172,69,104,87,15,2,1,1,10,2023,KBO 시범경기
23,24,이상호,KT,0.148,63,60,54,8,1,0,0,5,2023,KBO 시범경기
24,25,이시원,KT,0.138,29,32,29,4,0,0,0,1,2023,KBO 시범경기
25,26,류현인,KT,0.130,17,24,23,3,0,0,0,3,2023,KBO 시범경기
26,26,송민섭,KT,0.130,69,25,23,3,0,0,0,0,2023,KBO 시범경기
27,28,손민석,KT,0.100,9,12,10,1,0,0,0,1,2023,KBO 시범경기
28,29,김민,KT,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
29,29,김병준,KT,0.000,3,2,2,0,0,0,0,0,2023,KBO 시범경기
0,1,김민혁,KT,0.297,113,448,397,118,20,3,3,41,2023,KBO 와일드카드
1,2,황재균,KT,0.295,109,457,407,120,26,2,6,49,2023,KBO 와일드카드
2,3,정준영,KT,0.292,34,55,48,14,2,0,0,6,2023,KBO 와일드카드
3,4,안치영,KT,0.290,76,136,124,36,3,1,0,9,2023,KBO 와일드카드
4,5,알포드,KT,0.289,133,547,491,142,31,3,15,70,2023,KBO 와일드카드
5,6,장성우,KT,0.288,131,464,410,118,22,0,11,65,2023,KBO 와일드카드
6,7,박병호,KT,0.283,132,493,431,122,15,0,18,87,2023,KBO 와일드카드
7,8,이호연,KT,0.278,85,234,212,59,5,1,3,17,2023,KBO 와일드카드
8,9,배정대,KT,0.277,97,361,311,86,16,0,2,38,2023,KBO 와일드카드
9,10,김상수,KT,0.271,129,512,443,120,19,1,3,56,2023,KBO 와일드카드
10,11,강백호,KT,0.265,71,271,238,63,10,1,8,39,2023,KBO 와일드카드
11,12,문상철,KT,0.260,112,330,304,79,20,0,9,46,2023,KBO 와일드카드
12,13,오윤석,KT,0.251,82,223,199,50,13,1,4,17,2023,KBO 와일드카드
13,14,박민석,KT,0.250,4,4,4,1,0,0,0,0,2023,KBO 와일드카드
14,15,조용호,KT,0.248,63,184,161,40,2,0,0,7,2023,KBO 와일드카드
15,16,홍현빈,KT,0.233,44,86,73,17,2,0,0,1,2023,KBO 와일드카드
16,17,김준태,KT,0.209,69,136,115,24,4,0,3,23,2023,KBO 와일드카드
17,18,신본기,KT,0.204,40,75,54,11,2,0,1,7,2023,KBO 와일드카드
18,19,문상준,KT,0.200,2,5,5,1,0,0,0,0,2023,KBO 와일드카드
19,19,박경수,KT,0.200,107,221,185,37,13,0,1,12,2023,KBO 와일드카드
20,21,강현우,KT,0.194,53,111,103,20,6,0,1,11,2023,KBO 와일드카드
21,22,강민성,KT,0.182,12,27,22,4,1,0,0,0,2023,KBO 와일드카드
22,23,장준원,KT,0.172,69,104,87,15,2,1,1,10,2023,KBO 와일드카드
23,24,이상호,KT,0.148,63,60,54,8,1,0,0,5,2023,KBO 와일드카드
24,25,이시원,KT,0.138,29,32,29,4,0,0,0,1,2023,KBO 와일드카드
25,26,류현인,KT,0.130,17,24,23,3,0,0,0,3,2023,KBO 와일드카드
26,26,송민섭,KT,0.130,69,25,23,3,0,0,0,0,2023,KBO 와일드카드
27,28,손민석,KT,0.100,9,12,10,1,0,0,0,1,2023,KBO 와일드카드
28,29,김민,KT,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
29,29,김병준,KT,0.000,3,2,2,0,0,0,0,0,2023,KBO 와일드카드
0,1,정준영,KT,1.000,3,1,1,1,0,0,0,0,2023,KBO 한국시리즈
1,2,김민혁,KT,0.667,5,5,3,2,1,0,0,2,2023,KBO 한국시리즈
2,3,송민섭,KT,0.500,4,2,2,1,1,0,0,0,2023,KBO 한국시리즈
3,3,오윤석,KT,0.500,4,9,8,4,0,0,0,1,2023,KBO 한국시리즈
4,5,배정대,KT,0.375,5,20,16,6,0,0,2,8,2023,KBO 한국시리즈
5,6,이호연,KT,0.333,4,3,3,1,0,0,0,0,2023,KBO 한국시리즈
6,6,장성우,KT,0.333,5,19,18,6,1,0,1,2,2023,KBO 한국시리즈
7,8,문상철,KT,0.267,5,18,15,4,1,0,2,2,2023,KBO 한국시리즈
8,9,황재균,KT,0.238,5,21,21,5,1,0,1,2,2023,KBO 한국시리즈
9,10,김상수,KT,0.211,5,21,19,4,0,0,0,2,2023,KBO 한국시리즈
10,11,박병호,KT,0.200,5,20,20,4,1,0,0,1,2023,KBO 한국시리즈
11,12,알포드,KT,0.143,5,19,14,2,0,0,1,1,2023,KBO 한국시리즈
12,13,조용호,KT,0.091,5,14,11,1,0,0,0,1,2023,KBO 한국시리즈
13,14,김준태,KT,0.000,2,2,2,0,0,0,0,0,2023,KBO 한국시리즈
14,14,박경수,KT,0.000,4,7,7,0,0,0,0,0,2023,KBO 한국시리즈
15,14,신본기,KT,0.000,1,1,1,0,0,0,0,0,2023,KBO 한국시리즈
16,14,이상호,KT,0.000,4,1,1,0,0,0,0,0,2023,KBO 한국시리즈
0,26,문승원,SSG,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
1,26,백승건,SSG,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
2,26,서진용,SSG,-,3,0,0,0,0,0,0,0,2023,KBO 정규시즌
3,26,이건욱,SSG,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
4,26,임준섭,SSG,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
5,26,채현우,SSG,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
6,26,최민준,SSG,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
0,1,김정민,SSG,0.500,8,2,2,1,0,0,0,0,2023,KBO 시범경기
1,2,에레디아,SSG,0.323,122,523,473,153,29,0,12,76,2023,KBO 시범경기
2,3,하재훈,SSG,0.303,77,229,201,61,10,1,7,35,2023,KBO 시범경기
3,4,최정,SSG,0.297,128,552,471,140,31,0,29,87,2023,KBO 시범경기
4,5,최항,SSG,0.286,21,35,28,8,1,0,1,6,2023,KBO 시범경기
5,6,한유섬,SSG,0.273,109,388,333,91,15,2,7,55,2023,KBO 시범경기
6,7,최지훈,SSG,0.268,117,503,462,124,19,8,2,30,2023,KBO 시범경기
7,8,김성현,SSG,0.268,112,354,310,83,14,0,1,27,2023,KBO 시범경기
8,9,최준우,SSG,0.267,38,69,60,16,1,0,0,6,2023,KBO 시범경기
9,10,박성한,SSG,0.266,128,529,459,122,19,0,9,47,2023,KBO 시범경기
10,11,강진성,SSG,0.261,58,145,134,35,6,1,3,17,2023,KBO 시범경기
11,12,추신수,SSG,0.254,112,462,382,97,17,1,12,41,2023,KBO 시범경기
12,13,안상현,SSG,0.241,58,66,58,14,3,0,0,2,2023,KBO 시범경기
13,14,오태곤,SSG,0.239,123,305,272,65,14,1,7,28,2023,KBO 시범경기
14,15,최상민,SSG,0.235,51,41,34,8,0,0,0,3,2023,KBO 시범경기
15,16,최주환,SSG,0.235,134,478,426,100,24,0,20,63,2023,KBO 시범경기
16,17,김찬형,SSG,0.229,36,53,48,11,3,0,1,5,2023,KBO 시범경기
17,18,김강민,SSG,0.226,70,166,137,31,3,0,2,7,2023,KBO 시범경기
18,19,김민식,SSG,0.218,122,318,266,58,9,1,5,34,2023,KBO 시범경기
19,20,전의산,SSG,0.201,56,153,134,27,6,0,4,21,2023,KBO 시범경기
20,21,조형우,SSG,0.185,62,133,119,22,4,1,2,12,2023,KBO 시범경기
21,22,이정범,SSG,0.172,15,33,29,5,0,0,0,4,2023,KBO 시범경기
22,23,최경모,SSG,0.150,28,20,20,3,0,0,0,1,2023,KBO 시범경기
23,24,이재원,SSG,0.091,27,48,44,4,1,0,0,2,2023,KBO 시범경기
24,25,이흥련,SSG,0.071,16,17,14,1,0,0,1,2,2023,KBO 시범경기
25,26,고명준,SSG,0.000,2,4,4,0,0,0,0,0,2023,KBO 시범경기
26,26,고효준,SSG,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
27,26,김건웅,SSG,0.000,1,3,3,0,0,0,0,0,2023,KBO 시범경기
28,26,노경은,SSG,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
29,26,류효승,SSG,0.000,3,4,3,0,0,0,0,0,2023,KBO 시범경기
0,1,김정민,SSG,0.500,8,2,2,1,0,0,0,0,2023,KBO 와일드카드
1,2,에레디아,SSG,0.323,122,523,473,153,29,0,12,76,2023,KBO 와일드카드
2,3,하재훈,SSG,0.303,77,229,201,61,10,1,7,35,2023,KBO 와일드카드
3,4,최정,SSG,0.297,128,552,471,140,31,0,29,87,2023,KBO 와일드카드
4,5,최항,SSG,0.286,21,35,28,8,1,0,1,6,2023,KBO 와일드카드
5,6,한유섬,SSG,0.273,109,388,333,91,15,2,7,55,2023,KBO 와일드카드
6,7,최지훈,SSG,0.268,117,503,462,124,19,8,2,30,2023,KBO 와일드카드
7,8,김성현,SSG,0.268,112,354,310,83,14,0,1,27,2023,KBO 와일드카드
8,9,최준우,SSG,0.267,38,69,60,16,1,0,0,6,2023,KBO 와일드카드
9,10,박성한,SSG,0.266,128,529,459,122,19,0,9,47,2023,KBO 와일드카드
10,11,강진성,SSG,0.261,58,145,134,35,6,1,3,17,2023,KBO 와일드카드
11,12,추신수,SSG,0.254,112,462,382,97,17,1,12,41,2023,KBO 와일드카드
12,13,안상현,SSG,0.241,58,66,58,14,3,0,0,2,2023,KBO 와일드카드
13,14,오태곤,SSG,0.239,123,305,272,65,14,1,7,28,2023,KBO 와일드카드
14,15,최상민,SSG,0.235,51,41,34,8,0,0,0,3,2023,KBO 와일드카드
15,16,최주환,SSG,0.235,134,478,426,100,24,0,20,63,2023,KBO 와일드카드
16,17,김찬형,SSG,0.229,36,53,48,11,3,0,1,5,2023,KBO 와일드카드
17,18,김강민,SSG,0.226,70,166,137,31,3,0,2,7,2023,KBO 와일드카드
18,19,김민식,SSG,0.218,122,318,266,58,9,1,5,34,2023,KBO 와일드카드
19,20,전의산,SSG,0.201,56,153,134,27,6,0,4,21,2023,KBO 와일드카드
20,21,조형우,SSG,0.185,62,133,119,22,4,1,2,12,2023,KBO 와일드카드
21,22,이정범,SSG,0.172,15,33,29,5,0,0,0,4,2023,KBO 와일드카드
22,23,최경모,SSG,0.150,28,20,20,3,0,0,0,1,2023,KBO 와일드카드
23,24,이재원,SSG,0.091,27,48,44,4,1,0,0,2,2023,KBO 와일드카드
24,25,이흥련,SSG,0.071,16,17,14,1,0,0,1,2,2023,KBO 와일드카드
25,26,고명준,SSG,0.000,2,4,4,0,0,0,0,0,2023,KBO 와일드카드
26,26,고효준,SSG,-,2,0,0,0,0,0,0,0,2023,KBO 와일드카드
27,26,김건웅,SSG,0.000,1,3,3,0,0,0,0,0,2023,KBO 와일드카드
28,26,노경은,SSG,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
29,26,류효승,SSG,0.000,3,4,3,0,0,0,0,0,2023,KBO 와일드카드
0,1,최주환,SSG,0.400,3,6,5,2,0,0,0,0,2023,KBO 플레이오프
1,2,한유섬,SSG,0.385,3,13,13,5,1,0,2,4,2023,KBO 플레이오프
2,3,추신수,SSG,0.333,3,11,9,3,0,0,0,0,2023,KBO 플레이오프
3,4,김성현,SSG,0.250,3,13,8,2,0,0,0,0,2023,KBO 플레이오프
4,5,최정,SSG,0.222,3,14,9,2,0,0,1,5,2023,KBO 플레이오프
5,6,오태곤,SSG,0.200,2,7,5,1,0,0,0,0,2023,KBO 플레이오프
6,6,최지훈,SSG,0.200,2,5,5,1,0,0,0,0,2023,KBO 플레이오프
7,8,박성한,SSG,0.167,3,13,12,2,1,0,0,0,2023,KBO 플레이오프
8,8,에레디아,SSG,0.167,3,14,12,2,0,0,0,1,2023,KBO 플레이오프
9,10,하재훈,SSG,0.091,3,13,11,1,0,0,1,2,2023,KBO 플레이오프
10,11,강진성,SSG,0.000,1,1,1,0,0,0,0,0,2023,KBO 플레이오프
11,11,김강민,SSG,0.000,2,2,2,0,0,0,0,0,2023,KBO 플레이오프
12,11,김민식,SSG,0.000,3,6,4,0,0,0,0,0,2023,KBO 플레이오프
13,11,이재원,SSG,0.000,2,1,1,0,0,0,0,0,2023,KBO 플레이오프
14,11,조형우,SSG,-,1,0,0,0,0,0,0,0,2023,KBO 플레이오프
15,11,최상민,SSG,-,1,0,0,0,0,0,0,0,2023,KBO 플레이오프
0,28,이용찬,NC,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
1,28,전사민,NC,0.000,1,1,1,0,0,0,0,0,2023,KBO 정규시즌
2,28,채지선,NC,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
3,28,한재승,NC,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
0,28,이용찬,NC,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
1,28,전사민,NC,0.000,1,1,1,0,0,0,0,0,2023,KBO 시범경기
2,28,채지선,NC,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
3,28,한재승,NC,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
0,1,박민우,NC,0.400,11,33,30,12,1,1,0,2,2023,KBO 와일드카드
1,2,서호철,NC,0.355,12,31,31,11,1,0,1,4,2023,KBO 와일드카드
